,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,Label
9730,-400.7001,100.63275,6.3372307,32.165756,-2.0500388,13.043904,-11.192012,4.9644556,-7.841771,10.035823,0.4729858,8.617486,0.48319817,3.9584353,-6.002254,-2.7721667,-1.7695887,-2.2442236,-3.8925965,-1.822166,-4.7314754,-4.481006,-0.5323571,-2.7385352,-0.41098675,0.27425843,-0.37113008,2.0558944,1.1340289,-1.9050733,-2.0379558,-1.4225076,-0.34616858,-1.416321,1.7126505,3.8199923,0.9905994,-1.5539776,0.81184936,1.6695513,0.7957858,1.1206255,1.1253626,1.6173773,2.4993753,1.098149,0.96580744,-0.59715056,-0.26511937,-1.6232041,sad
9732,-432.97528,112.74267,3.018616,32.86805,-1.9006958,14.18577,-8.894721,3.1263738,-3.790959,7.9877033,3.9409156,7.9527326,2.2827666,4.5282173,-3.4681768,-1.9165547,-0.7666178,-2.0405505,-2.5723772,-1.7254683,-4.056485,-4.251173,0.4932726,-0.4254926,0.5685366,0.9434871,0.40289333,2.6133249,1.9894592,-1.5679177,-2.8386571,-2.978662,-2.439479,-3.5344315,0.31743696,3.587503,0.21536525,-2.4077497,0.5363951,1.5436935,0.42648527,0.18676509,0.5148064,1.4467071,1.5163062,1.1634226,1.2931418,-0.19035935,-0.5185559,-2.6689186,sad
9733,-376.5209,102.29759,3.938979,39.594128,-7.004499,6.169871,-10.669722,0.26681656,-6.2344275,4.0860195,0.7198414,6.170169,-1.2741406,3.363173,-3.2972515,-4.6897063,-1.5419172,-2.810474,-3.974035,-2.6615288,-5.148716,-4.4159017,0.020686498,-2.0913486,0.15055932,0.363071,-0.49173442,1.0955437,2.6160016,-0.075622134,0.7634256,-1.1712239,-0.50903755,-1.4682586,0.79186517,2.750004,0.7875343,0.05467916,0.7651884,1.1449821,1.477005,0.9065396,0.09434559,-0.11783077,1.0051001,1.1339146,0.73917294,0.07667224,0.033197552,-0.7407593,sad
9736,-459.26474,115.750496,10.3664,27.737621,4.2634497,11.562035,-3.9059618,2.7541835,1.0525433,5.685404,8.504377,4.7186685,3.9826653,3.7292175,-3.0122705,-3.054371,-0.1107505,-1.6715795,-1.9446827,-0.86720705,-3.144793,-4.2408433,0.09949523,0.03447036,1.0182595,0.5531693,0.3671794,2.9744363,1.672098,-0.8403392,-3.3357377,-2.488191,-1.5789601,-3.29139,2.0027566,4.499972,0.4128044,-3.063079,-0.5492053,1.3108395,0.6550353,1.0599971,0.3117524,1.8199471,1.2546704,1.4506005,1.3499645,-0.48860112,-0.80983347,-3.4298627,sad
9739,-430.12448,108.10707,6.6491957,35.376343,-7.412378,15.922099,-10.862049,7.5182786,-5.1454153,10.879114,0.6607273,6.9108315,1.424392,4.0960937,-4.255611,-1.778642,-1.0655862,-1.704621,-0.8550018,-1.809387,-2.7902792,-4.167066,0.24223404,-1.285801,0.42112455,0.50997114,-0.57101923,3.2421615,0.98744345,-1.0809027,-3.345237,-2.4265616,-1.5075192,-3.2572644,1.443454,3.2654817,0.712943,-2.7024822,0.73947877,1.5682377,1.6911584,2.0280907,0.8940872,0.69344795,1.542068,0.8851847,1.7983196,-0.075704195,-1.4293873,-3.2012699,sad
9742,-429.43848,116.128815,-1.4864169,46.323967,-6.6828833,19.170153,-14.286504,6.406104,-9.53593,12.726474,-0.27157524,7.3623285,-1.1192949,5.939745,-3.9316182,-1.8712883,-1.812312,-1.5218648,-1.8071094,-1.2315311,-3.7406514,-4.380018,-0.026240906,-1.7518947,0.9007583,0.082402855,-0.43992943,1.3239748,2.404658,-2.3183358,-3.7888527,-2.9219563,-2.489938,0.14959605,0.059158318,1.7886914,1.3138508,-2.5666661,-1.3477802,-0.17335707,-0.29313245,-0.5977262,-0.102211304,-0.89260507,1.5290942,3.2670903,2.364276,0.48597315,-0.6175776,-2.7923803,sad
9743,-425.66888,114.46817,-0.8761707,42.65098,-13.281911,18.356934,-7.1187363,7.9494834,-5.1080794,10.263945,5.776733,3.4979045,1.9862978,3.8947904,-2.7486234,-4.7826357,-2.4356222,-3.0583413,-1.1008419,-3.9965491,-3.7003744,-2.9908655,-0.58047324,-2.8866203,1.3614198,0.9801257,-2.72247,1.1092252,0.8552557,-2.3893955,-3.7748244,-3.9896827,-3.92605,-4.3734527,-1.1425972,0.05505114,1.0324458,-0.8420295,-1.0288079,-0.09687342,0.52568215,1.3029149,-0.13631915,1.2084564,2.2396927,1.5369389,0.4577166,-2.0087817,-2.3984675,-2.5941122,sad
9744,-441.6148,105.34812,-5.776007,49.29609,-17.463531,24.462389,-12.568668,14.356594,-13.798696,15.262307,-1.4955074,15.236528,-2.4072497,5.063164,-2.707995,0.5382943,-2.0478415,-3.593393,2.8549457,-1.9167876,-3.4515402,-2.9339862,-1.0501103,-2.5888689,3.060731,-0.8897617,2.6098304,2.3765588,1.4113336,-1.0766405,-2.2572083,-4.0900497,-2.6243873,-3.8069434,-0.36216408,2.7760549,1.4954983,-1.5970546,0.27530876,1.3306546,0.4785866,0.1252989,1.6355978,1.1740605,2.1741457,1.8924104,1.3295279,-0.8670985,-0.044606477,-2.260655,exc
9746,-529.3134,125.53085,-10.328058,38.35228,-12.830027,25.015652,-10.825749,15.22442,-4.2822685,11.503057,-3.277497,4.92025,-2.7680216,4.783869,-2.4282725,-3.338001,0.37145132,-5.133616,0.32609335,-3.203576,-0.22542715,-0.6351116,5.2352276,6.876489,9.58694,2.9008894,4.138049,5.0869884,5.228456,0.5343995,2.4600215,1.7344731,1.6965647,-1.5244167,1.0530066,2.0779316,-2.1771834,-1.2912053,-0.34627482,0.55063826,-0.82836586,-0.78354007,-2.8655863,-3.2901485,-3.2898586,1.818603,4.6865993,1.7268003,1.3867065,0.16907388,sad
9762,-518.6429,120.36572,-3.633363,32.505013,-9.557901,26.864136,-16.355942,16.781298,-1.203421,11.500515,-0.9097242,6.1203165,-2.6272216,3.6396673,-2.414183,-6.549361,-3.028748,-3.5227659,-1.7441514,-1.1374149,-0.09718875,-0.76397985,3.0759451,1.565875,4.431202,1.4198989,5.6096992,7.706741,7.3535237,5.3272753,3.5397894,4.751831,2.6853085,-2.4559395,-0.529216,4.8869224,2.8969738,-2.587779,-0.81547815,1.4931748,-1.3888417,-1.4525417,-2.580041,-4.0736275,-3.19967,-0.86870015,1.5653492,-0.5370929,-0.36847728,-2.5569186,sad
9767,-366.00818,102.7935,-8.613326,42.298103,-9.819325,18.075172,-15.100143,3.8720584,-6.940176,12.644852,-3.7507997,7.902516,-0.27738833,4.857091,-3.9735646,-1.1906185,-0.6191649,-0.7972902,-0.5960092,-2.479354,-2.0352316,-3.4570084,0.011536943,-2.2666078,1.5360745,-0.18080501,0.5653758,1.0314922,0.7930001,-2.9708738,-2.9422307,-3.7084363,-3.365443,-3.2771602,-1.1057843,-0.29445332,-0.3742203,-1.3508226,-1.3261333,0.08441168,-0.2930411,-0.85898376,-0.688133,0.31576696,1.1607224,0.72040516,0.14709036,-1.0310795,-1.3875817,-2.5457659,exc
9768,-406.89404,109.54453,5.8999014,31.254631,-0.5005048,9.954913,-6.084288,0.52714676,-1.415593,8.3805895,3.9068255,5.167059,2.6740878,5.1116567,-3.3464417,-3.1456995,-0.51268935,-1.5389324,-1.5884858,-0.5971741,-2.9889076,-4.195354,1.3584628,-1.718616,0.98707837,1.1624707,0.5247037,2.497786,0.27292323,-2.9891007,-4.392434,-3.5684643,-2.8307827,-3.8371875,-0.8117464,1.7314456,0.78967774,-2.2962375,-2.0378857,-0.06469405,-0.47504047,-0.62091994,-0.87353677,-0.46002355,0.80944324,0.6801919,0.1266904,-1.3106053,-1.8724412,-3.8112495,exc
9769,-386.43726,96.56169,-0.98285896,30.871067,-7.182206,13.782702,-8.610683,5.376179,-4.225407,11.083438,-0.23073703,7.107169,-0.23264387,4.673043,-4.7696986,-1.6619784,0.33160478,-0.84307265,0.6137615,0.42931566,-1.5780036,-3.5808008,1.2513549,-0.6860668,1.9432001,0.92308015,2.1727085,2.2212884,1.4104759,-2.793919,-2.4972508,-3.143311,-2.5170312,-2.3577268,0.40159506,1.7870505,0.6403517,-1.5565734,-1.1598315,0.40767506,-0.11057913,-0.2379379,-0.27702218,-0.15583993,0.16679582,0.74560094,-0.008235893,-1.3752158,-1.7840962,-3.2931507,exc
9770,-368.79736,108.95961,7.408027,29.076555,-11.55024,19.009766,-18.894196,2.9300442,-11.019175,9.672126,-3.8393075,6.6062737,-2.747,6.3074417,-7.7528653,-3.5961654,-1.028027,-1.8660198,-3.0750096,-1.6116855,-6.7256546,-5.4733787,-0.43543836,0.7970249,5.294403,5.674043,3.4861972,2.3736598,0.13703752,-2.9617844,-3.131291,-4.2243967,-2.4238815,-3.4575636,1.1014153,3.2087746,0.39540815,-1.7810869,-0.08616798,0.5827864,0.69211894,-1.5959966,-1.2332388,-1.0115246,-1.5839692,-0.003955168,0.46192762,-0.9375324,-0.4316988,-1.7450625,exc
9772,-350.4976,110.08865,-9.412883,39.890564,-15.596697,19.081352,-16.21292,5.7510767,-9.706022,11.903649,-4.1203403,8.275579,-3.546699,6.8930545,-6.577727,-3.4576123,0.11244982,-1.8283243,-3.6720061,-1.7602942,-2.7452085,-5.8041906,0.20477568,-2.1291401,-0.7326446,1.4553348,-0.6588154,-0.16096053,1.0665437,-3.9147136,-4.3602686,-3.9965913,-2.568979,-2.7659638,0.30468783,0.24643064,1.4396917,-0.45831358,-0.43090853,0.08863208,0.8906035,0.76112086,1.696124,1.6107411,1.7967967,0.89528906,0.66491014,-0.36995387,-1.5727227,-1.6631873,exc
9773,-408.43384,120.95247,1.611472,29.763718,-5.1320643,15.649995,-10.01434,1.3589551,-5.482538,7.9278316,1.9714088,3.0258372,-0.47949618,3.8381805,-3.4152558,-5.3603015,-0.8170335,-1.5194348,-1.1419431,-2.08077,-3.7177808,-5.0521917,0.12529604,-0.73597103,2.627477,3.1316967,3.947508,6.3691006,4.9623957,1.0335672,-1.5059799,-3.272779,-3.1244645,-3.0513046,-0.2679165,1.0483396,0.20865765,-2.645661,-2.2613475,0.24561387,-0.42428285,-1.1378403,-1.2426499,-0.11838165,0.107159786,0.1605948,-0.12001245,-2.3905087,-2.6225293,-3.5546722,exc
9774,-375.32468,109.21506,-6.026544,36.691914,-13.294976,16.245134,-12.259466,4.5303564,-6.92707,9.890261,-0.97964776,9.224621,-0.49412224,4.8652816,-4.051837,-3.3249822,-0.2830682,-1.4070517,-1.587265,-0.6137063,-2.812486,-4.439404,1.4481238,-1.4957305,0.19538914,-0.51908004,-0.36639488,1.6503279,1.4749122,-2.5163782,-3.2245767,-3.8998895,-3.4340637,-3.9013972,-0.8108844,0.14955235,0.21096025,-2.3221977,-1.1655147,0.38233033,-0.32619974,-0.02238201,-0.41558003,0.43072462,1.2248224,0.48490402,-0.09138792,-1.1160511,-1.1478608,-1.5001913,exc
9775,-380.09134,105.4116,-5.6980467,34.295925,-10.123884,18.476778,-11.8140955,7.253676,-7.3140254,14.172784,-1.5340704,7.350379,-2.2230997,7.2789683,-5.2920136,-1.6754314,-1.3220963,-1.700697,-1.2944819,-1.6003268,-2.6423504,-4.514717,-0.093452595,-1.6189455,2.3732972,0.62840384,2.2910936,1.568574,1.9208112,-2.9053485,-3.7009203,-4.0536494,-2.5415976,-2.7703664,0.7009592,0.7731127,-0.050766643,-1.7841387,-0.7688351,0.10538816,0.93690276,0.36540857,-0.22879301,0.40514565,1.2438035,1.3220979,1.5059806,-0.55920845,-1.7002382,-2.4624853,exc
9776,-396.41318,121.27142,-1.5569285,41.967834,-4.8702836,12.789157,-10.335825,-0.13496399,-5.9305506,6.8011813,1.6868756,5.2044725,0.34480822,3.6797142,-3.7368288,-2.756133,-2.1179693,-0.6413838,-1.2444785,-1.9692192,-2.3028867,-4.6870337,0.10295628,-1.1661848,0.40039206,-0.77757794,0.6862953,1.5208515,1.5586967,-3.0503297,-4.0879607,-4.3494835,-3.4407978,-3.6013694,-1.9325144,-0.14670524,-1.3797144,-3.5258238,-2.348161,0.13525268,-0.57922405,-0.92653143,-1.6867094,-0.503944,0.54025173,0.59860915,0.9722354,-0.8291674,-1.5410484,-2.4987092,exc
9777,-393.14484,126.404045,-11.647559,44.918,-11.821927,11.429189,-14.51336,2.536397,-2.585981,7.3030486,-0.62079704,8.649461,-1.0732181,3.7210953,-4.554921,-3.8265927,-1.1303376,-2.0496712,-1.1152658,-3.155892,0.0813191,-4.0646853,3.6645517,0.5014955,1.1403416,-1.310551,-1.962148,0.25060055,0.7034016,-2.7046013,-4.8262362,-4.0015764,-2.9524562,-1.0940622,2.0259159,4.0371547,4.7214513,3.175045,1.0542617,1.5855385,1.2850834,1.1041285,1.7797573,2.1111753,2.4147758,2.2890217,0.3416912,-1.4035228,-2.5219707,-6.292374,exc
9784,-374.11276,118.85502,-3.118042,35.836536,-7.113889,13.56172,-13.465642,1.445929,-12.661981,8.783883,-3.3618271,5.711947,-2.3767672,4.865222,-5.7884274,-3.824946,-1.4072407,-2.9114974,-1.4819231,-2.2015023,-4.3974385,-3.8100655,-2.054649,-3.0757318,-0.37391257,-0.9992187,3.0215163,4.2030177,3.9081059,0.6129869,0.8700773,0.21910495,0.57115585,-0.26349974,1.2949765,2.3006587,1.328331,-1.1225116,-0.97282326,-0.16944762,0.040118136,-0.36294508,-0.8375635,-0.57788014,-0.5748036,-0.45889705,-0.3346667,-2.4748228,-3.1185164,-4.1578846,exc
9785,-306.45972,101.703316,-4.0886784,44.69749,-10.834959,9.142999,-17.671673,-4.5220013,-13.196362,3.6636481,-5.496116,5.0666285,-4.81925,6.26366,-5.7307796,-5.1644273,1.1722059,-4.955846,-4.4346213,-2.2291365,-3.184946,-2.5624678,1.3056903,-2.5791938,0.83848387,0.14472312,1.0312185,1.2164302,1.9497502,0.37363315,-0.9530839,-2.12105,-0.802111,-1.4221954,-0.49402002,-0.3447893,-0.25767827,-1.0843941,-1.360456,-0.35895437,-0.6386844,-0.5964946,-0.6539654,-0.41581804,0.7405793,0.36385185,0.5515589,-1.6863925,-1.9789355,-2.0358233,exc
9786,-335.15393,107.678215,-4.5181103,17.826443,-7.186865,10.5328455,-14.548548,1.6429336,-9.352633,11.127315,-4.812215,3.091726,-3.2424653,4.828089,-7.448926,-6.157353,-1.1814264,-3.9903882,-0.78298,-0.5869724,-1.2701349,-3.0768402,1.1425687,1.9313719,5.573334,3.3428464,4.4450293,3.2960334,3.5605462,-1.6418903,-1.1689957,-1.8182827,0.11120003,-1.8542299,-1.7203902,2.179023,0.009432373,-1.7195685,-2.2926366,-1.5795071,-1.3060056,-0.8050132,-0.2850813,-1.1430981,-1.3924224,-0.2162471,-0.121057145,-1.8003888,-2.467293,-2.9865072,exc
9787,-325.25107,107.567696,-5.201884,34.258785,-8.429415,6.9050555,-11.549984,-5.3197727,-10.231918,6.508303,-0.6490629,6.516466,-5.7806964,3.5030963,-4.7565584,-5.6923304,-0.7139598,-3.2389107,-1.706016,-1.2490474,-2.2686477,-5.255972,-1.3766874,-2.4611893,-2.4654124,-1.1378713,0.46056283,1.7586049,2.0652936,-0.28876463,-0.065737605,-2.0037844,-0.6230463,-2.155505,0.42374355,1.6782305,-0.29107472,-0.84919924,-1.2502081,-1.033554,0.11494127,-1.2294879,-1.175344,-1.8976952,-1.2865815,-0.07936565,-1.2706251,-1.5020676,-1.9020846,-2.7340684,exc
9788,-320.8464,87.07535,2.0463889,33.712845,-8.484772,9.108313,-19.160812,11.511268,-19.768538,11.011045,-8.131283,3.9554284,-4.643883,5.9199257,-10.237784,0.16056047,-2.7850666,-5.5826645,-1.9914755,-2.1085303,-3.5065675,-3.4134011,-1.5658292,-0.9262743,3.6859703,4.583303,5.063778,5.009819,4.436029,-0.12792304,1.4294814,0.18759194,0.965072,-0.18010844,1.1740597,0.5909014,0.111172356,-1.1441358,-0.3193934,-0.88697135,-0.8199141,-1.3965807,-1.6588385,-1.91034,-0.08863837,-0.13311651,-1.4002237,-2.9387672,-2.8040311,-2.8969982,exc
9790,-306.26666,95.991196,-4.250229,35.320133,-12.954066,10.643125,-16.13835,-3.6507666,-10.3640995,6.8800735,-5.5521255,6.599924,-4.2813964,5.077381,-5.269189,-2.8569899,-1.03788,-3.3479989,-2.461316,-2.647569,-4.32634,-4.602868,-1.0820879,-3.907771,0.071918115,0.05918589,0.9685143,2.6226666,3.3873296,-1.4829576,0.6029617,-0.9792657,-0.67318875,-0.71321875,0.13715746,1.6260697,1.5663763,0.032411493,0.09919653,0.58293873,1.2448497,1.866193,0.3141857,0.69867903,0.97409123,0.41384673,-0.35983652,-1.562524,-2.2576134,-3.0125785,exc
9795,-408.92392,102.4801,15.546143,31.527237,0.6287312,12.702426,-11.016171,3.7927303,-6.7437844,8.857186,0.023043076,7.812738,-0.13756429,3.250969,-5.0390973,-0.71719927,0.447812,-2.3237045,-0.9323184,-0.4932448,-4.029774,-2.9906576,0.8019991,-1.9338721,-0.7592729,0.73264337,2.8200903,4.0258617,2.3344936,-0.59546965,-1.9018669,-1.9224577,-1.4438423,-3.8546717,-0.49266574,2.118762,1.1279646,-1.7134463,-1.3368999,-0.45030072,-0.20056687,1.5954676,1.4881793,1.2563691,-0.22529162,-0.2965845,-0.9937027,-1.6401714,-1.3317212,-4.2630982,exc
9796,-322.7231,92.83213,3.26028,34.915295,-11.414535,11.67718,-15.895285,2.6984756,-14.694122,8.1595,-6.055388,4.503655,-2.7822948,3.2463393,-4.760321,-2.2881358,-1.5243331,-3.2555225,-3.7091408,-4.0984116,-2.775124,-2.7453825,1.6117926,-0.37155163,1.0770898,1.1170744,0.853686,2.192291,3.2552054,-0.95104414,-0.10287795,-1.8020028,-1.1983098,-1.5750809,-1.0779299,-0.6899728,-0.30190468,-1.6909076,-1.8769985,-0.029828005,-0.09979263,-0.99990326,-0.17700937,-0.4005155,0.26411006,0.4278034,-0.66863483,-1.3850902,-1.928768,-2.6335435,exc
9797,-309.9237,98.213936,-2.5666027,33.952564,-13.077719,9.117491,-15.846822,0.0649648,-11.405113,5.6647563,-4.6979594,5.506636,-5.2466407,3.6407115,-5.866646,-3.2743042,-1.4061861,-4.186397,-4.6013336,-2.9795737,-4.261212,-3.6989913,0.46058458,-1.7806181,1.3814968,0.67297584,1.2300498,1.5704377,2.8382723,0.8299431,1.2447028,-1.2222742,-0.5746139,-0.969715,0.19723053,1.7153338,0.8932019,0.23771746,0.17734863,0.18054044,0.45744413,-0.59618217,-0.8444068,-0.11498185,0.56543195,0.6386766,-0.8963632,-1.8793093,-1.4300361,-2.5434763,exc
9798,-298.67282,92.32102,0.28859234,37.48974,-9.91111,7.052515,-18.351383,-1.5968143,-16.064882,4.6917334,-5.770895,5.280395,-3.9245355,0.7881582,-8.239099,-2.765318,-2.3441935,-4.280716,-2.7669,-0.90605,-4.68414,-2.8335927,-0.63964486,-4.1764536,1.8378893,2.179041,2.8350787,5.0674253,5.9641986,2.2369273,2.0610218,-0.25197574,0.9283417,-1.663269,0.3672001,1.3196144,0.27425227,0.48534137,-0.32856897,-0.8053946,-0.26706138,-1.0276356,-0.33826026,-0.93095535,-0.43400505,0.057883818,-1.030584,-1.9543726,-2.1796272,-3.225783,exc
9799,-286.3449,91.550476,-4.526223,25.784153,-18.26555,14.246735,-20.808945,5.2191973,-15.522925,8.308236,-7.58895,3.7190912,-7.3402734,3.1558292,-10.816922,-1.7911445,-4.542303,-3.0986369,-1.5890568,-1.0099312,-1.3999059,-1.1530287,-0.0052423174,1.3212652,5.7088814,2.3738203,3.5283544,3.7493815,3.857333,0.92788523,1.4074628,-1.5499982,-0.26116115,-1.0597801,0.9015,1.3044579,1.1518583,-0.034421284,-0.11097248,-0.5314022,-0.72590536,-2.1158757,-1.3069172,-0.88386023,-0.8756558,-0.32121137,-0.94329035,-1.7392145,-1.8194627,-2.497429,exc
9800,-434.10535,112.55096,7.908354,30.364302,-0.90855366,15.061642,-4.126681,2.0635355,-5.4419928,7.6443524,5.175165,4.9663653,-0.67060226,3.4273517,-5.4341865,-2.9927158,1.935273,1.2107303,0.3241706,0.6779883,-2.6690698,-3.5159984,1.2925746,-0.21858197,1.0042032,0.7548009,2.5176408,4.4355803,2.1970038,-2.5283194,-2.6644857,-2.211845,-2.2536013,-3.3271823,0.29190227,4.1478257,1.8571869,-3.419898,-2.5857196,-0.6610044,-0.32038364,0.20664881,-0.026182236,0.7088448,1.8685691,0.60914904,-0.41506615,-2.5340908,-2.7074826,-5.354708,exc
9806,-352.43164,102.23223,-34.30774,36.02067,-39.146317,9.943357,-20.623228,1.9279649,-7.3633914,3.8686872,-6.7410483,0.63755816,1.3863815,1.8935497,-3.158149,5.808462,-2.9035058,-0.00094000355,-2.0849347,-1.45731,0.9269131,-0.105048895,-0.20631026,3.3809676,2.9689097,2.291826,4.8299203,4.330669,4.2313447,3.9728546,4.242895,1.2974511,2.4015498,1.5155449,1.306497,1.8235117,2.3008502,0.45450193,-0.26505867,1.3253229,0.7137681,-1.890672,-1.3052728,-2.9732444,-1.2884853,0.15908886,-0.050363738,-0.13660848,-1.4007114,-2.073921,ang
9810,-342.57935,114.27105,-35.741413,24.335402,-29.379313,7.2397704,-28.907501,11.895034,-1.4896554,6.3189163,-3.1865666,-0.69260055,-0.2691655,-8.526253,-9.363611,2.5545475,-0.17020723,-0.52122074,-0.8077338,-4.276183,-5.5940375,-1.0498194,6.0029426,10.173491,4.181657,5.6252236,6.0414486,0.098069355,-0.8831023,0.6433589,3.2014642,2.2395864,2.507424,0.41622537,3.4360423,4.13551,3.122508,1.1846274,-0.6672054,-0.36642727,0.36082062,-0.43394777,-2.1612492,-0.18255563,0.3561358,-0.4808928,-0.16387466,0.85209674,1.0904953,-1.4991775,ang
9811,-354.27042,90.67885,-27.696802,29.161448,-34.906372,13.6625595,-18.494696,5.6157656,-3.2363603,2.62857,0.6373652,-0.5642745,1.7468631,-7.4756513,-10.633378,-4.6097584,-7.3995543,3.527653,8.139299,8.281794,8.813296,5.208914,3.297371,6.8695354,5.0220275,3.1582289,2.0414755,0.066818476,0.3056253,0.35314628,-1.178189,-1.703392,1.1065657,0.11969461,2.8764591,3.619711,2.2525363,-0.56564236,0.36961743,0.5981527,-0.0464503,0.11731486,-0.009785851,-3.0188637,-2.8482032,0.57917917,0.46700448,-0.23955232,1.0126626,-0.07437784,ang
9813,-459.41812,117.061874,-8.279017,36.90857,-12.767581,8.86245,-16.621729,10.711412,-1.3237444,7.390534,-1.6953405,4.8114038,0.98984444,-2.73057,-5.015586,0.43457398,-5.512942,-5.00328,0.79621655,-4.7539296,-1.9986501,1.1874824,0.83959407,2.0858204,2.4159095,3.4885225,3.7438426,5.4793725,5.0274806,3.639386,5.255855,2.9306867,2.1079264,2.69926,1.9266317,3.7179182,1.8570561,-2.0806913,0.66876954,0.69395053,-0.06571112,-0.39646265,-2.1279292,-2.610029,-2.376036,-1.8623614,1.4108495,0.43045935,-0.63616467,-1.3216803,sad
9814,-496.09073,120.255684,-5.5952,36.72942,-11.2609005,15.2293825,-10.3441515,10.881985,-2.691517,7.071581,1.0030383,2.7599716,1.7087642,0.99779326,-4.9681373,-1.212029,-1.407401,-4.7423716,0.32942352,-3.4292731,-0.9083631,-0.580485,2.4888752,1.7059709,1.3268094,0.6297004,1.7814486,2.4368954,2.2614548,3.317436,5.4316607,5.516851,5.1811366,3.9113977,1.9591665,3.6984472,0.90775347,-2.0633907,1.0395123,1.7051197,-0.67572814,-0.30663684,-2.0251992,-3.5132124,-2.492069,-0.9587903,2.0469823,0.64501697,-0.08977238,-1.5573099,sad
9815,-523.9484,125.83127,-9.511115,40.64379,-12.148224,22.844404,-10.754237,15.44335,-5.317331,11.121591,-1.9193594,5.0152946,-0.056365944,4.5121994,-4.4024835,-0.90204525,0.7899833,-3.3036382,0.13169931,-3.1575124,-0.6365411,-2.2321475,3.432517,2.3604825,5.711135,4.108634,5.9176674,5.1936626,4.7875338,1.571048,3.1407025,2.7921915,2.7282555,-0.45085278,-1.0958071,3.4052696,0.92622954,-1.9357154,0.100922935,2.3308785,-0.63329434,-0.008065061,-3.2081091,-3.603609,-2.8222888,-0.02384082,1.8114973,1.0876472,1.479655,0.098066606,sad
9816,-496.98352,125.315254,-9.184287,39.821457,-14.683819,18.453169,-13.768359,15.891277,-3.9357958,9.819827,-3.3303947,7.4228997,-2.3598337,1.7574668,-5.3176794,0.23162189,-2.87038,-2.2672095,1.6212115,-3.628365,-0.7388892,-2.3856778,0.75551504,1.2229496,2.4066484,-1.5184913,2.773196,2.1388736,1.826455,1.3094181,4.3010125,4.2947917,2.989209,2.2392592,2.11617,3.6483428,2.8105924,0.49676055,2.5562575,2.5927413,-0.5333317,0.8332265,-2.2508705,-3.4778347,-1.3406538,-0.41938573,1.0327125,0.36972487,-0.7473565,-0.8951928,sad
9817,-505.4433,129.75626,-13.042679,37.371227,-15.372011,23.722616,-18.140913,17.024887,-2.9645052,14.014205,-3.905733,4.944698,-2.3608184,4.1136165,-6.6138144,-0.99439764,-0.49255207,-2.937078,0.40603936,-4.007932,-1.1470728,0.44658968,1.5381595,-0.6587595,4.167287,-0.8432103,2.2491076,1.8514977,1.6700424,0.6726897,3.3266242,3.6853306,5.3977046,3.2952056,2.9762688,4.840667,3.5043125,0.54222476,1.4810144,0.9404764,-2.102247,0.84283507,-0.73315257,-4.867597,-2.0157464,0.83053935,1.5604097,-0.3502214,-0.8408379,-0.52434605,sad
9818,-542.4787,139.56654,-6.930832,35.731293,-13.70282,21.168901,-14.71944,16.063858,-2.4494674,10.533882,-0.35617185,8.168332,-1.4548978,6.0435915,-3.9483275,-2.8646693,-0.32221115,-3.4895568,2.224182,-1.2213327,0.21894014,-1.030242,2.7218642,0.054563466,2.995042,0.35621902,-0.17946433,1.0375751,3.1634586,0.5848039,2.7857502,3.7304325,5.459607,0.35378137,-2.0596566,0.25536564,1.0686276,0.12423695,3.296128,3.7973495,-0.5858367,1.2549503,-1.4405496,-4.6894636,-4.0665197,0.6962125,3.202697,0.1828676,0.5293559,-1.533973,sad
9819,-506.29895,123.76137,-19.364565,35.244583,-12.905528,24.974022,-14.233749,19.325142,-5.3575907,14.262085,-6.9510407,8.916439,-5.0323243,5.42028,-6.003964,2.2034347,-2.3898544,0.48302448,-1.5061201,-0.8176134,-0.673417,-0.68478554,3.0661502,2.3052459,4.6286592,1.8496064,3.8206093,2.221425,4.318191,0.057720624,2.7858942,0.7762938,1.9918454,-0.9038745,0.5857419,1.1846647,1.2570804,-2.575555,0.17411512,0.452604,-0.46173838,-0.13124573,-0.35296407,-2.1851199,-2.3554165,0.06660755,3.3300009,1.3659308,0.8230851,-0.3777005,sad
