,PCP1,PCP2,PCP3,PCP4,PCP5,PCP6,PCP7,PCP8,PCP9,PCP10,PCP11,PCP12,Label
8323,0.72707516,0.65955466,0.6935567,0.56028193,0.47091416,0.4798715,0.4003236,0.34076774,0.3761721,0.51015,0.5856713,0.62060916,sad
8324,0.83928907,0.7836473,0.82806075,0.67906874,0.53884673,0.61395496,0.532799,0.4374657,0.46086574,0.56062454,0.70798093,0.64521086,sad
8325,0.49680096,0.4492286,0.58166534,0.70845014,0.551056,0.37067464,0.32628885,0.367793,0.38203752,0.42786944,0.50755113,0.40270105,sad
8326,0.59227663,0.5428069,0.4825114,0.4222669,0.37243688,0.3646414,0.29683495,0.2843808,0.30897248,0.39345184,0.4415781,0.45541257,sad
8327,0.61799526,0.61753416,0.55527794,0.33272663,0.30835667,0.3219999,0.27635297,0.30371544,0.33756977,0.441497,0.47085494,0.60825086,sad
8328,0.6044042,0.55657524,0.62198895,0.58098006,0.43998855,0.39778137,0.34673604,0.40328422,0.44796243,0.5836295,0.5950659,0.58730674,sad
8329,0.43752366,0.4131882,0.347067,0.28174728,0.27389982,0.28336924,0.25142553,0.35505497,0.46384823,0.554177,0.5603117,0.62445575,sad
8330,0.546851,0.5083665,0.46401128,0.3455223,0.26328015,0.22863048,0.1961108,0.26457146,0.3971176,0.374527,0.44321728,0.42573652,sad
8331,0.5012741,0.54057735,0.5979747,0.44854185,0.30734158,0.3159572,0.33407867,0.3626642,0.41969788,0.43843427,0.436124,0.4051803,sad
8332,0.5294678,0.45529333,0.47370884,0.34375525,0.27543923,0.29431844,0.33443657,0.378637,0.41669512,0.4858137,0.520146,0.53903955,sad
8333,0.45505652,0.46624056,0.37008813,0.28781283,0.30312082,0.32665294,0.372715,0.4274259,0.46635732,0.47750098,0.33997655,0.34842044,sad
8334,0.5627352,0.45161852,0.45857385,0.33409125,0.2909383,0.3308351,0.30841473,0.35212886,0.40277928,0.5033897,0.54397166,0.5388534,sad
8335,0.6492973,0.6334417,0.63257754,0.48520654,0.51305944,0.45551455,0.39386153,0.48163775,0.64287156,0.7754759,0.600561,0.72968715,sad
8336,0.53151745,0.41302454,0.44419727,0.3516117,0.27825972,0.24972455,0.24896857,0.33638746,0.43859804,0.54591995,0.47473124,0.5079877,sad
8337,0.72799116,0.6852536,0.62712365,0.44050533,0.41091746,0.3819785,0.33163315,0.3425893,0.369287,0.55947304,0.5365399,0.672466,sad
8338,0.58204764,0.589763,0.512255,0.33122203,0.20517789,0.2234716,0.26646918,0.35590792,0.48495835,0.44748357,0.4351481,0.45627514,sad
8339,0.4369834,0.36475074,0.37451875,0.33527008,0.35175455,0.4608759,0.35127133,0.30045328,0.35927725,0.45003375,0.4960389,0.42927575,sad
8340,0.7323272,0.5749743,0.5882946,0.4736775,0.42654335,0.45972818,0.3838213,0.394575,0.5123793,0.72638476,0.6645729,0.601826,sad
8341,0.38163218,0.3820064,0.34548238,0.28244165,0.2950781,0.24077418,0.28234738,0.42834526,0.48564804,0.48537815,0.44586506,0.48466843,sad
8342,0.57471204,0.5289444,0.5439907,0.446466,0.3686035,0.43356287,0.44200727,0.47369364,0.52556145,0.49061716,0.49686858,0.4519036,sad
8343,0.35343316,0.33787328,0.34937692,0.29234216,0.32326144,0.4452615,0.42966005,0.41637087,0.49880928,0.48100817,0.38170978,0.2930591,sad
8344,0.723196,0.6480165,0.611108,0.5319742,0.45065388,0.47478268,0.44129604,0.46874213,0.4787862,0.5164498,0.5763488,0.5580083,sad
8345,0.8733791,0.724906,0.6293726,0.5699434,0.44472164,0.4963374,0.4479714,0.35022706,0.3981081,0.44956774,0.5729883,0.6370747,sad
8346,0.61197114,0.5075107,0.47676286,0.40526843,0.35387555,0.35063648,0.3166014,0.40587923,0.5102161,0.507038,0.46115723,0.6236763,sad
8347,0.8581317,0.75754416,0.7761936,0.6682748,0.5267686,0.56463826,0.4973812,0.52237,0.5322916,0.5752986,0.58708316,0.67525226,sad
8349,0.65958655,0.56473166,0.52620715,0.45787475,0.3261836,0.30644706,0.27954108,0.25510183,0.31177664,0.4415933,0.53065544,0.531986,sad
8351,0.6453239,0.60263765,0.5937022,0.5503146,0.46391633,0.47757468,0.44825682,0.3879468,0.3967292,0.5670075,0.62970865,0.55653036,sad
8352,0.5564474,0.5380925,0.5743246,0.50843203,0.45829487,0.54343307,0.5573667,0.45271087,0.4589614,0.6672806,0.7250962,0.5852115,sad
8353,0.51926553,0.5332595,0.5733279,0.55940425,0.58409125,0.6240021,0.6194933,0.54274106,0.5192583,0.7129754,0.7446018,0.51397693,sad
8354,0.461057,0.39687753,0.38130724,0.34282482,0.37169504,0.4433778,0.38598403,0.377951,0.43965882,0.61601716,0.58223087,0.51309705,sad
8355,0.5482016,0.5098594,0.48654014,0.49390852,0.46336833,0.51925486,0.5353247,0.4379665,0.45675814,0.57665133,0.6019862,0.54520017,sad
8356,0.5142747,0.4880778,0.4995949,0.48921284,0.484343,0.6040588,0.5477119,0.41916385,0.4610349,0.7116218,0.7895175,0.57581013,sad
8357,0.43108344,0.40773678,0.39819565,0.29707658,0.18480386,0.23285572,0.2660261,0.30131727,0.24008112,0.29154867,0.42552257,0.4858675,sad
8358,0.5495687,0.5196094,0.5269664,0.49952558,0.45645505,0.4889059,0.51859266,0.46555668,0.5056055,0.7156734,0.73798877,0.55265456,sad
8359,0.58559036,0.53356165,0.49018028,0.4340313,0.3989769,0.45429304,0.50599754,0.4445607,0.58875674,0.8399883,0.7979657,0.59463006,sad
8361,0.602502,0.5115511,0.50207037,0.43299767,0.41622803,0.48090658,0.4576507,0.4477123,0.5551691,0.7460556,0.58802277,0.58786714,sad
8364,0.534442,0.507792,0.56484836,0.5291375,0.47533503,0.52928406,0.59392124,0.56290275,0.5348983,0.6261162,0.73907185,0.54540545,sad
8370,0.5212961,0.4157959,0.3896316,0.3922054,0.40185294,0.46653268,0.46285614,0.4330533,0.53283674,0.70264244,0.6265434,0.5127638,sad
8376,0.47313732,0.47452635,0.45858225,0.4982306,0.4851122,0.5077583,0.3922057,0.30917406,0.3708851,0.49526972,0.49705645,0.49475616,exc
8377,0.22965899,0.25213477,0.24810106,0.21077403,0.18317801,0.29988045,0.42147532,0.50770056,0.22924341,0.26906168,0.28701916,0.25917184,exc
8378,0.43810385,0.19344264,0.120641895,0.15430082,0.2112725,0.18323137,0.14243916,0.10553427,0.09030021,0.22361994,0.391561,0.65653455,exc
8379,0.39827058,0.39370447,0.4154046,0.52450055,0.37436798,0.28995207,0.30222183,0.26612523,0.28676364,0.3373905,0.49286234,0.52501935,exc
8380,0.3563416,0.26951858,0.29636404,0.25020745,0.25003964,0.30431038,0.29826596,0.3696121,0.5208872,0.48265275,0.53813624,0.5786718,exc
8381,0.50144494,0.46088958,0.34973598,0.25050226,0.19653265,0.2446463,0.29757687,0.26277333,0.29806542,0.38734895,0.46975753,0.51925105,exc
8384,0.2717401,0.24771786,0.31695226,0.31446403,0.28907424,0.32932138,0.3727962,0.42546603,0.3455777,0.25459886,0.27532712,0.25963598,exc
8387,0.1320831,0.15373021,0.16148488,0.33038598,0.48898372,0.34489903,0.2054998,0.16985139,0.24767862,0.34645504,0.27680853,0.1809633,exc
8388,0.38285184,0.40198755,0.29038313,0.21441361,0.22491977,0.20731615,0.1986207,0.2822661,0.3701131,0.25635633,0.269628,0.389568,exc
8389,0.17580761,0.1555635,0.21916679,0.368823,0.48863143,0.35063812,0.32128018,0.28289002,0.26141688,0.3145202,0.33372894,0.33736575,exc
8390,0.3915513,0.4454204,0.44735408,0.34513322,0.337424,0.34176707,0.33117917,0.2338875,0.27784392,0.33385205,0.33901173,0.37290466,exc
8391,0.13249944,0.17427275,0.19241075,0.1824456,0.23096904,0.29221052,0.25512987,0.4535248,0.6040823,0.560899,0.27331316,0.16241108,exc
8392,0.52110374,0.36719355,0.25331646,0.19004749,0.1964394,0.24124362,0.2520278,0.25021726,0.22976077,0.23958704,0.39301595,0.57180464,exc
8393,0.24783777,0.25700524,0.33208975,0.5350147,0.4780767,0.30869675,0.18428898,0.1856375,0.20197372,0.3022575,0.56017524,0.38214308,exc
8397,0.3683131,0.47144443,0.43038157,0.365015,0.34416446,0.35171044,0.20621616,0.19073366,0.19756542,0.27911687,0.36703026,0.33883545,exc
8399,0.25293705,0.20591262,0.20402212,0.26045707,0.28092685,0.24352606,0.2821724,0.36323443,0.39279532,0.39392224,0.31407255,0.32175016,exc
8400,0.32282212,0.29061595,0.25914937,0.22618832,0.21816595,0.21929614,0.21558048,0.3217925,0.41494232,0.49825245,0.48962697,0.43849495,exc
8401,0.14720945,0.08633392,0.10713769,0.12101625,0.1474959,0.28069493,0.5765305,0.54490465,0.21797895,0.11567607,0.2409902,0.26305434,exc
8402,0.16990937,0.31335372,0.27622658,0.25484443,0.2892586,0.28174508,0.25318167,0.28507966,0.37994558,0.5583417,0.47692907,0.2696565,exc
8403,0.29539508,0.35549027,0.24747755,0.20424522,0.17267577,0.22067595,0.35907474,0.3917232,0.38798547,0.5677151,0.43826,0.2824879,exc
8404,0.27874005,0.2692064,0.20437376,0.19069304,0.2145558,0.274062,0.31201613,0.37827653,0.47111452,0.51687866,0.48433876,0.33277768,exc
8405,0.3693446,0.27584258,0.22501464,0.17993423,0.19062757,0.22108513,0.2041332,0.2744702,0.31805062,0.46269622,0.47814545,0.3485116,exc
8406,0.21410409,0.28192005,0.24605757,0.19592471,0.23265658,0.3455392,0.38718307,0.3880319,0.39730084,0.38527942,0.41411936,0.3503849,exc
8407,0.27762017,0.3124322,0.31510028,0.28359786,0.21550779,0.2130668,0.2061967,0.30041876,0.324243,0.37070072,0.4273537,0.34684438,exc
8408,0.22228129,0.20678198,0.20013419,0.20805083,0.23963442,0.20248193,0.14706439,0.22385429,0.3931859,0.633874,0.5440231,0.356996,exc
8409,0.27203736,0.1999414,0.22799438,0.20793682,0.24353062,0.2699343,0.29362553,0.36024907,0.39635652,0.4574833,0.53100604,0.40269148,exc
8410,0.64283925,0.53396845,0.5259704,0.46191522,0.41434267,0.43062422,0.38355967,0.46758634,0.52383465,0.6105995,0.48315376,0.50333333,exc
8411,0.22724383,0.26667014,0.29526964,0.2904422,0.38580754,0.4966573,0.4025311,0.35963577,0.29730672,0.30066592,0.23130699,0.19901939,exc
8412,0.71552587,0.541448,0.48049277,0.3517174,0.327707,0.36796767,0.4166921,0.4778811,0.49996355,0.48956597,0.47878584,0.6209073,exc
8413,0.56753516,0.31411114,0.31760424,0.46522054,0.39553568,0.52554834,0.3851225,0.30920717,0.49894634,0.5795605,0.55185086,0.52163714,exc
8414,0.25102502,0.24890813,0.32524276,0.6166707,0.24106939,0.14000604,0.11157307,0.1378391,0.15837534,0.3067081,0.3870439,0.28222007,exc
8415,0.43204868,0.38327843,0.41233376,0.37039864,0.3506477,0.40783185,0.5021453,0.43880153,0.40339127,0.47812596,0.3891409,0.33702365,exc
8416,0.3435203,0.40875977,0.47056037,0.6496408,0.7540556,0.63533616,0.49510714,0.39632586,0.40108693,0.42816165,0.44861573,0.45077422,exc
8417,0.18845649,0.108903535,0.14540285,0.18746065,0.14727905,0.14670645,0.17763917,0.24820942,0.32071325,0.38116744,0.41581765,0.3619681,exc
8418,0.28033543,0.3355941,0.38185635,0.37949973,0.37841967,0.30884096,0.27261057,0.29553175,0.25612304,0.26037306,0.28826207,0.3284416,exc
8419,0.1828999,0.23496802,0.2912901,0.21247669,0.17865236,0.27028018,0.37398916,0.49775463,0.51727396,0.35649347,0.33528256,0.2530764,exc
8420,0.34281063,0.30800712,0.23011415,0.1836605,0.250556,0.3244216,0.33012384,0.31866148,0.40506074,0.4762476,0.61378723,0.41932598,exc
8421,0.5110104,0.48585424,0.41940522,0.35994485,0.34609163,0.3322671,0.30632862,0.35330242,0.4380903,0.52479005,0.5210249,0.5004894,exc
8422,0.3534342,0.3446963,0.2870228,0.28787282,0.3434394,0.38381824,0.42755705,0.41869253,0.47047025,0.4766406,0.403437,0.3357945,exc
8424,0.2947248,0.2556789,0.2947464,0.34976342,0.38746336,0.30735055,0.23511393,0.34604084,0.35696054,0.25489214,0.25958434,0.18971142,exc
8425,0.5078935,0.48024786,0.42147315,0.34767345,0.38551968,0.44784403,0.44511807,0.48925886,0.47366416,0.47227222,0.4248543,0.4936611,exc
8427,0.37072757,0.36443436,0.2891429,0.23937388,0.25501102,0.31911758,0.2713814,0.20548292,0.24573956,0.33469817,0.38887107,0.38662043,exc
8428,0.11909975,0.17045826,0.19400388,0.2900124,0.46546376,0.34243256,0.22711591,0.27138066,0.3538408,0.33108053,0.25316933,0.15444142,exc
8429,0.36375487,0.23927975,0.25961775,0.29618505,0.3333636,0.28804374,0.20777509,0.34911102,0.36553407,0.2875579,0.23585065,0.30735782,exc
8430,0.42088783,0.36902055,0.34136942,0.31013525,0.29584014,0.36039108,0.36875343,0.35928756,0.3770698,0.3558424,0.3401753,0.32722867,exc
8431,0.38341132,0.40542692,0.41465247,0.39292789,0.3315723,0.34756297,0.31574738,0.31688493,0.38595298,0.50696814,0.4470203,0.34904015,exc
8432,0.23360205,0.2718887,0.23431364,0.24942362,0.30646807,0.2902122,0.31689265,0.38274357,0.44424245,0.33932978,0.23328258,0.2333488,exc
8433,0.4019723,0.32021332,0.354091,0.3927649,0.39110488,0.5160898,0.48922408,0.39467013,0.35454276,0.4257368,0.46689305,0.46672907,exc
8434,0.3827726,0.34861612,0.33730265,0.35473186,0.38453838,0.37073433,0.30010527,0.32548127,0.4310177,0.5280022,0.45649102,0.35489064,exc
8435,0.5241803,0.34826127,0.28222898,0.29428288,0.38130414,0.4059458,0.34838215,0.39221093,0.45872197,0.55441964,0.58401597,0.5460972,exc
8436,0.4364226,0.3533879,0.30219838,0.3126452,0.34314567,0.44472763,0.41413888,0.39473408,0.36556122,0.32774726,0.3546349,0.30772212,exc
8437,0.5628169,0.47310847,0.36119518,0.28631362,0.32428622,0.36458316,0.3477102,0.30866063,0.31036255,0.4308057,0.50322765,0.5035865,exc
8440,0.1899687,0.19624332,0.23887949,0.20300356,0.22076856,0.3477283,0.6412453,0.4791741,0.20848815,0.21218903,0.1553741,0.1609073,exc
8441,0.3656678,0.32304266,0.3206655,0.34763002,0.44259697,0.46953917,0.4210453,0.3662654,0.37463698,0.43274057,0.37175095,0.35083625,exc
8442,0.3290297,0.32728162,0.28627536,0.2350257,0.23028262,0.25189155,0.3026988,0.3385062,0.43606737,0.5032248,0.5453293,0.4615969,exc
8443,0.51635605,0.44470525,0.4130261,0.3820637,0.43921164,0.48483467,0.43469113,0.4320507,0.4469757,0.5307356,0.5537959,0.4806008,exc
8445,0.36215737,0.33766893,0.34356016,0.2966449,0.2810934,0.32354364,0.3325929,0.3468993,0.36804056,0.3402805,0.4104886,0.4196871,exc
8446,0.43082964,0.3399156,0.27705726,0.28279504,0.33345532,0.3537638,0.31023517,0.35002163,0.41034913,0.45547804,0.4437484,0.40747312,exc
8447,0.556261,0.5311569,0.49620298,0.43020925,0.50998235,0.5435386,0.4299619,0.38152325,0.40415692,0.4882912,0.49076635,0.47807822,exc
8448,0.38191575,0.36220342,0.3570138,0.39774197,0.433334,0.49367929,0.48958105,0.39243126,0.3765539,0.41300544,0.39966843,0.33735874,exc
8449,0.40419626,0.41571072,0.48352265,0.43075377,0.40138435,0.5838674,0.50650954,0.40305164,0.47113883,0.53333193,0.43049777,0.35195997,exc
8450,0.6209367,0.49533415,0.38940278,0.45071062,0.4620886,0.48737627,0.43861315,0.35932174,0.41505235,0.57995516,0.603553,0.5446615,exc
8451,0.326518,0.3052837,0.34086338,0.4602275,0.24257523,0.22636369,0.20057069,0.20675224,0.21993792,0.3829879,0.4530704,0.39811468,exc
8452,0.5287341,0.50400186,0.48413813,0.49729475,0.6130039,0.63455635,0.5469605,0.5180566,0.5488673,0.5703067,0.5104792,0.5674713,exc
8491,0.3285618,0.28870693,0.28940254,0.32260588,0.35297737,0.3670027,0.3926562,0.38156375,0.31696686,0.336089,0.33864287,0.35977864,ang
8492,0.36781278,0.39807838,0.34141538,0.28292066,0.27687255,0.3146977,0.27644885,0.27561995,0.30832386,0.34116778,0.3517083,0.30224794,ang
8494,0.47915062,0.39386982,0.35377797,0.3447993,0.3261072,0.4109823,0.38406512,0.30391818,0.37895963,0.43881175,0.45722902,0.4751296,ang
8520,0.52815527,0.44555828,0.48651847,0.44443408,0.43695307,0.5219211,0.43413728,0.36029118,0.39569208,0.45146245,0.43524936,0.40737736,sad
8524,0.6639462,0.52120656,0.5235186,0.43481174,0.32869706,0.38091913,0.33032864,0.36888933,0.4515383,0.5081131,0.49073514,0.54813564,sad
8525,0.62925506,0.63984615,0.60165346,0.4575459,0.46895507,0.5829423,0.5097682,0.4650457,0.44230884,0.5577657,0.45248076,0.5295178,sad
8526,0.5004272,0.42132214,0.41322908,0.4442343,0.5219411,0.59523374,0.37352967,0.26752266,0.34461492,0.4801005,0.44949076,0.34746155,sad
8527,0.35361853,0.3384535,0.3537695,0.41280502,0.43912855,0.5128729,0.3953519,0.3391384,0.3420659,0.3378123,0.3071683,0.27086642,sad
8528,0.5782514,0.525771,0.51979345,0.4370847,0.3856631,0.37657088,0.3031219,0.31382406,0.41320774,0.59968054,0.53869545,0.59287345,sad
8551,0.54820096,0.49539682,0.47802705,0.4257339,0.38654947,0.44750488,0.38475436,0.36468422,0.40808323,0.47067,0.45721984,0.46811676,sad
8553,0.61094236,0.6276744,0.5551702,0.40062213,0.40622354,0.49423763,0.3447564,0.27256417,0.28199828,0.30970323,0.2737512,0.3502749,ang
8554,0.5085663,0.43379042,0.37595528,0.35378182,0.36716685,0.352574,0.3180449,0.290079,0.35698473,0.48699462,0.4953537,0.57100296,ang
8558,0.47420424,0.44670427,0.3593081,0.3793539,0.34431702,0.30492914,0.28938857,0.2945442,0.29086903,0.3441312,0.34233782,0.39220643,ang
8562,0.6607062,0.6437549,0.6512809,0.59493715,0.6053011,0.6471847,0.6779496,0.552595,0.5461451,0.6824805,0.6908742,0.5747702,sad
8563,0.60670626,0.55002457,0.556868,0.54922336,0.413689,0.39838773,0.41474107,0.3910176,0.39725974,0.5641609,0.61432374,0.580038,sad
8564,0.6037325,0.54898214,0.49735138,0.46800676,0.41863802,0.4013714,0.41242123,0.3923658,0.419208,0.54363513,0.5831292,0.57511526,sad
8565,0.56275755,0.5409211,0.5334816,0.46180105,0.40229398,0.4529469,0.47914004,0.42872724,0.46376446,0.54813164,0.5486391,0.5393642,sad
8566,0.60967857,0.55664355,0.49230802,0.47935238,0.50573695,0.5334308,0.57975745,0.5632301,0.62095195,0.64485604,0.56097656,0.59733814,sad
8567,0.58991987,0.5396186,0.55255836,0.47510436,0.40871793,0.45099103,0.45872304,0.3964086,0.4444213,0.621927,0.6638838,0.64318085,sad
8568,0.5877581,0.5673278,0.54516226,0.5612842,0.5377482,0.59146076,0.566594,0.46245947,0.48841566,0.7159852,0.67269,0.5353456,sad
8569,0.5336968,0.5168105,0.48249805,0.4542438,0.43850976,0.4546606,0.43849206,0.49251035,0.6120868,0.6136421,0.48874718,0.539199,sad
8570,0.53890324,0.45627838,0.4449197,0.49930853,0.5125877,0.5860719,0.46920452,0.38372976,0.40393573,0.4599007,0.4285463,0.40597296,sad
8571,0.5387719,0.51477474,0.49370372,0.46989602,0.44728926,0.46993557,0.42611143,0.39178512,0.42681566,0.54055595,0.54603183,0.4552385,sad
8575,0.3456207,0.3457497,0.3037029,0.29278156,0.27757117,0.3094418,0.31230173,0.28817725,0.3200613,0.388839,0.3869979,0.30069783,ang
8578,0.5505698,0.57767093,0.5361116,0.4837972,0.50850815,0.5592665,0.52872396,0.5273327,0.47574773,0.5587227,0.61638147,0.51155037,sad
8587,0.32852504,0.28767714,0.27661622,0.3539573,0.416877,0.43602672,0.6013671,0.47415376,0.41037822,0.54006267,0.3945816,0.26969114,ang
8597,0.35473612,0.2994896,0.33825898,0.45181325,0.46401665,0.47859722,0.3888615,0.3517511,0.36484423,0.32091823,0.27493915,0.30759656,ang
8609,0.40878162,0.41432297,0.41040257,0.4361814,0.4040861,0.36972108,0.36631152,0.37552026,0.3591128,0.36578047,0.36381555,0.38712788,ang
8613,0.35692707,0.3171391,0.35344228,0.32473916,0.3749014,0.43345413,0.43055165,0.3878324,0.36508855,0.36026058,0.34846583,0.41574296,ang
8614,0.40837163,0.38265926,0.4564415,0.48930317,0.5217194,0.48320115,0.36148497,0.31810233,0.3210597,0.3398096,0.43000612,0.47467446,ang
8615,0.46342543,0.46427009,0.4068691,0.37244964,0.4038229,0.4035886,0.3339159,0.28213,0.29799107,0.33292323,0.3517137,0.41966152,ang
8617,0.30483133,0.31556886,0.3280635,0.3560894,0.44591907,0.41341949,0.3152326,0.3060389,0.28915626,0.27009153,0.2868014,0.33371195,ang
8619,0.41228914,0.3887825,0.36311385,0.2971118,0.2901841,0.3471084,0.26689464,0.30138838,0.39341128,0.4749749,0.5236446,0.5431472,sad
8620,0.5501957,0.5187825,0.50048447,0.5881293,0.4411009,0.37868476,0.34317026,0.31581846,0.32119218,0.3484026,0.31900007,0.4325234,ang
8637,0.378395,0.3588812,0.42705816,0.47847944,0.47763976,0.35277605,0.2866709,0.28029647,0.32237223,0.389401,0.4024002,0.3547254,ang
8638,0.48669696,0.4386982,0.4529357,0.42899635,0.45007867,0.5079814,0.42144102,0.37014684,0.4330746,0.50785774,0.38915247,0.42455226,ang
8645,0.48588714,0.42751515,0.4147739,0.43220168,0.43192264,0.5920278,0.43727064,0.28144905,0.29819876,0.39012453,0.43007153,0.41010845,sad
8659,0.5991319,0.5759945,0.56476235,0.44533613,0.5077752,0.60125726,0.43090084,0.36663237,0.40410617,0.6452584,0.47103158,0.57607263,sad
8661,0.6892255,0.5343673,0.5168956,0.41295335,0.41549948,0.5090813,0.38848987,0.41297922,0.45031053,0.63073015,0.5809886,0.73252064,sad
8662,0.5400202,0.5686723,0.5082271,0.3741029,0.4536467,0.51242036,0.4598558,0.51952046,0.5833042,0.6286655,0.5274401,0.67796576,sad
8664,0.46966478,0.45296913,0.42678288,0.38018864,0.34401932,0.3694645,0.31268692,0.2957614,0.32130298,0.43456408,0.5000425,0.47801533,sad
8675,0.4437748,0.43738398,0.38950664,0.4084191,0.4640272,0.5085611,0.47243524,0.37649465,0.40559816,0.4821429,0.47647303,0.41692376,exc
8676,0.46403515,0.46162018,0.42751482,0.43218565,0.45847183,0.51744336,0.4330169,0.37655336,0.44698825,0.5616432,0.48212925,0.39540836,exc
8682,0.45252648,0.44493547,0.38737273,0.39936262,0.46597263,0.5397572,0.49560314,0.3480105,0.36586836,0.47549865,0.4562232,0.40714052,exc
8683,0.44293043,0.41236618,0.41439816,0.40822288,0.4289996,0.4931655,0.42598608,0.33795086,0.37411776,0.43951815,0.37825194,0.38283542,exc
8687,0.5416416,0.50727916,0.5158118,0.4880361,0.53280854,0.6034813,0.5457313,0.53358287,0.6436854,0.71250075,0.4975012,0.5152631,sad
8689,0.51254517,0.5641661,0.5690596,0.54507565,0.5097466,0.57080156,0.49830502,0.38824585,0.385243,0.5269988,0.5360389,0.43429884,sad
8690,0.5475535,0.4012277,0.38303035,0.4025318,0.3843085,0.41678825,0.43019015,0.44555902,0.44869083,0.47401872,0.4827101,0.5481134,sad
8691,0.6302376,0.5805202,0.60661846,0.60479945,0.59612125,0.65064186,0.6101685,0.522358,0.55607474,0.7750822,0.6288621,0.5911078,sad
8692,0.6478544,0.57345736,0.59844977,0.5963576,0.538269,0.57349694,0.60375506,0.515137,0.5997489,0.7147897,0.6019958,0.6595293,sad
8693,0.5823476,0.5459875,0.53516954,0.5400205,0.5399193,0.61269146,0.5514257,0.46424747,0.4855471,0.6692323,0.6217193,0.5433841,sad
8694,0.54047483,0.5077568,0.49204817,0.48389837,0.46664894,0.50024146,0.45244926,0.37552795,0.38883567,0.5173722,0.5159737,0.4725264,sad
8695,0.58684564,0.5835278,0.5732995,0.5571828,0.52720404,0.59999067,0.57975507,0.49609086,0.5166664,0.6929301,0.6191478,0.504968,sad
8696,0.45010442,0.46495542,0.4270436,0.42986414,0.47458836,0.5191325,0.42506322,0.36402625,0.41758284,0.52638793,0.42836946,0.36697343,sad
8697,0.5640517,0.5141979,0.5076846,0.47708008,0.5606802,0.5444983,0.47297123,0.47707108,0.6157639,0.63633657,0.5144196,0.56863105,sad
8698,0.43497464,0.46000615,0.4515362,0.45959324,0.44877023,0.5249874,0.4339843,0.34513155,0.36767116,0.435979,0.42877993,0.3857584,sad
8699,0.47576943,0.45691183,0.44742346,0.4500204,0.4308745,0.46467194,0.38868546,0.3274343,0.35417226,0.4622777,0.5092355,0.47502327,sad
8700,0.55340695,0.5582656,0.5521715,0.5471692,0.5364372,0.6301431,0.6306068,0.52406025,0.5157212,0.67156136,0.6611195,0.5119162,sad
8701,0.5615448,0.54779965,0.531036,0.51458853,0.49397072,0.55971116,0.5589051,0.4673594,0.4461481,0.55832976,0.5537821,0.4965061,sad
8702,0.531497,0.51599455,0.5198856,0.5377188,0.54781765,0.618567,0.5579908,0.41760787,0.4320235,0.5741449,0.5099893,0.49457827,sad
8703,0.4907707,0.43265352,0.39543042,0.37219992,0.37432697,0.38059697,0.30958334,0.27558458,0.31822234,0.39228278,0.37201905,0.42701942,sad
8705,0.4992994,0.46770784,0.48046893,0.50117594,0.59297943,0.5954561,0.45980933,0.5005875,0.6410194,0.589177,0.4444662,0.53228754,exc
8727,0.5402102,0.5126445,0.49668464,0.45189786,0.45530188,0.49184647,0.47722244,0.40484577,0.40430573,0.50755733,0.50266767,0.47995335,exc
8728,0.49360746,0.3954657,0.33088702,0.3245217,0.331012,0.3523898,0.34497377,0.35337102,0.48058173,0.65793705,0.57959914,0.48073736,exc
8729,0.5690923,0.5215348,0.4955578,0.4655365,0.43795994,0.45464706,0.41532668,0.36366928,0.45371175,0.5802699,0.49016887,0.5239707,exc
8730,0.44234172,0.4435329,0.43469056,0.43265042,0.43834317,0.42645591,0.3497,0.3546617,0.46439093,0.514272,0.44230112,0.46162364,exc
8736,0.5313012,0.49026382,0.50419307,0.48387563,0.46570975,0.4994764,0.47911724,0.421373,0.4849277,0.6210473,0.56103706,0.5236617,exc
8737,0.50330013,0.5157765,0.5218103,0.54003817,0.5292603,0.55332273,0.51791906,0.4225925,0.42311117,0.5098343,0.4523047,0.40542924,exc
8738,0.5571111,0.50439566,0.4973832,0.4163033,0.41532654,0.47154826,0.44184,0.3732152,0.4384543,0.579758,0.5420831,0.4569893,exc
8739,0.51463366,0.4872577,0.5162704,0.49631134,0.43387502,0.43520892,0.42703757,0.37761006,0.440897,0.59923637,0.5609939,0.5402772,exc
8741,0.48780608,0.49839872,0.478926,0.5773926,0.578425,0.5418659,0.49482664,0.42157757,0.4875839,0.573197,0.4345939,0.36777753,exc
8745,0.4368754,0.44303134,0.4348866,0.40761963,0.41834852,0.4904779,0.40685326,0.34169438,0.33459306,0.35266277,0.3316719,0.35172653,exc
8746,0.3764299,0.342749,0.3379989,0.34469652,0.3895705,0.44313034,0.3844871,0.3013937,0.3387612,0.44286945,0.46022773,0.3639357,exc
8747,0.424457,0.42604706,0.40776533,0.39498758,0.37315226,0.366717,0.34304616,0.33676746,0.37163436,0.3871218,0.35514215,0.35967115,exc
8748,0.29818484,0.3434444,0.36588392,0.374035,0.4491368,0.43251058,0.3042481,0.32564667,0.41010898,0.37038428,0.2738069,0.26978776,exc
8750,0.41799432,0.36118582,0.341613,0.37571704,0.3840971,0.4207341,0.38722593,0.30933663,0.27677858,0.3235377,0.34140897,0.3741518,exc
8751,0.4442608,0.3855624,0.33308026,0.34491473,0.42739058,0.4809554,0.40636873,0.32674465,0.32942054,0.44675615,0.4615483,0.40450695,exc
