,LCP1,LCP2,LCP3,LCP4,LCP5,LCP6,LCP7,LCP8,LCP9,LCP10,LCP11,Label
8091,1.0,-5.063411,13.327151,-24.042624,32.840538,-35.45983,30.616306,-20.832432,10.682167,-3.747044,0.686916,exc
8092,1.0,-4.050132,9.341212,-15.832995,20.867374,-22.167307,19.184278,-13.328357,7.18126,-2.7917578,0.61040926,exc
8093,1.0,-5.026975,13.2424965,-24.175468,33.57097,-36.837906,32.295544,-22.320179,11.683819,-4.20512,0.7854352,exc
8095,1.0,-4.20581,9.656187,-16.040699,21.002651,-22.284199,19.285147,-13.481559,7.357354,-2.8327398,0.5761437,exc
8096,1.0,-4.583051,11.43483,-20.42438,28.144344,-30.925518,27.430447,-19.383411,10.54126,-4.079492,0.8558943,exc
8097,1.0,-5.742982,16.467623,-31.362782,44.10443,-47.847137,40.450974,-26.173721,12.281763,-3.7194073,0.54353595,exc
8099,1.0,-5.393964,14.841319,-27.75045,38.928387,-42.532204,36.519474,-24.32231,12.001436,-3.9153452,0.62642145,exc
8103,1.0,-5.1422324,13.787146,-25.460083,35.62726,-39.246838,34.383636,-23.671707,12.313978,-4.4062924,0.82643336,exc
8104,1.0,-4.5219426,11.090687,-19.398996,26.317738,-28.617125,25.172977,-17.730581,9.662706,-3.7289984,0.7773064,exc
8105,1.0,-5.0197544,13.292265,-24.478205,34.319687,-38.039787,33.7193,-23.602013,12.562094,-4.64097,0.90226835,exc
8106,1.0,-5.924094,18.542068,-39.18622,61.11159,-73.41355,68.96221,-50.169304,27.143692,-9.920496,1.8654015,exc
8110,1.0,-4.3330636,10.2258835,-17.341505,22.80083,-24.020397,20.522766,-14.006469,7.34036,-2.7282333,0.55703896,exc
8111,1.0,-4.74599,11.981225,-21.310589,29.13192,-31.671124,27.672226,-19.19736,10.184437,-3.7715468,0.7378335,exc
8129,1.0,-4.5256367,11.069955,-19.249157,25.81833,-27.661995,23.890984,-16.441895,8.690172,-3.2287037,0.6438146,sad
8137,1.0,-4.9305425,12.75234,-23.033688,31.928562,-35.229946,31.283018,-22.085613,11.927884,-4.469924,0.8722309,ang
8144,1.0,-4.134082,9.48443,-16.012749,21.260765,-22.856201,20.126865,-14.323081,7.9796834,-3.2369962,0.72605336,sad
8145,1.0,-4.2736015,9.826158,-16.43705,21.680517,-23.185013,20.305548,-14.370049,7.9497147,-3.150781,0.6668325,sad
8146,1.0,-2.4440565,0.07086468,10.024494,-26.656166,42.57586,-49.084137,42.58775,-27.364346,11.950671,-2.662993,sad
8148,1.0,-3.8597534,8.700285,-14.534706,18.971668,-20.139914,17.477158,-12.271017,6.7444935,-2.701927,0.62426484,sad
8151,1.0,-4.4088407,10.510276,-17.941015,23.86486,-25.569565,22.283115,-15.605416,8.456775,-3.2610924,0.6871578,sad
8152,1.0,-5.62064,15.989811,-30.53383,43.340893,-47.70319,41.16255,-27.438322,13.478074,-4.3770695,0.7050573,sad
8171,1.0,-4.349983,9.546506,-13.97867,14.584596,-10.557413,4.1581764,1.0377932,-2.8955383,2.058143,-0.603214,sad
8238,1.0,-5.063364,13.125911,-23.145163,30.699059,-31.834482,25.96347,-16.265541,7.339599,-2.0696678,0.25701222,ang
8239,1.0,-3.0542908,1.6658392,9.700253,-31.604294,54.189423,-63.526134,53.816193,-32.51125,12.85907,-2.53673,ang
8240,1.0,-4.895908,12.664226,-22.847752,31.563694,-34.703426,30.723482,-21.608665,11.594561,-4.3145366,0.84494096,ang
8241,1.0,380.90768,-1925.6844,4889.514,-8183.3965,9859.528,-8761.359,5665.059,-2496.3718,623.0125,-44.351425,ang
8242,1.0,-3.019996,1.7619772,8.707302,-28.782928,49.581417,-58.466705,49.98805,-30.649021,12.383877,-2.5074098,ang
8243,1.0,-5.0827,13.498448,-24.739008,34.531063,-38.260605,34.04992,-24.034122,12.892748,-4.7531157,0.91190815,ang
8244,1.0,-5.5290537,15.528173,-29.403706,41.650986,-46.11827,40.40299,-27.600983,14.027472,-4.758267,0.8087054,ang
8251,1.0,-4.473173,10.696125,-18.23202,24.217697,-25.92033,22.582253,-15.810478,8.545403,-3.2399735,0.652358,ang
8253,1.0,-4.622274,11.507602,-20.071438,26.884205,-28.819492,24.979689,-17.258823,9.085694,-3.3079672,0.6431623,ang
8254,1.0,-4.946617,12.893536,-23.34843,32.24965,-35.349106,31.11598,-21.697193,11.498121,-4.211851,0.8100545,ang
8261,1.0,467.45633,-3189.116,9591.154,-17546.467,21811.385,-19003.777,11341.327,-4197.9414,692.88934,25.77204,ang
8262,1.0,59.33126,-449.156,1465.9187,-2885.327,3837.794,-3577.8735,2310.8376,-963.3197,210.81044,-9.609644,ang
8320,1.0,-4.9197803,12.735838,-23.059998,32.113323,-35.6056,31.693165,-22.453222,12.208366,-4.624133,0.91989744,sad
8321,1.0,-4.733623,12.048231,-21.71989,30.229359,-33.589684,30.061543,-21.476894,11.836079,-4.6104574,0.9641949,sad
8322,1.0,-4.356271,10.423728,-18.127409,24.618513,-26.87112,23.828434,-16.978992,9.412116,-3.7453709,0.81156546,sad
8323,1.0,-6.1352787,19.215258,-39.979103,61.504868,-73.35532,68.763794,-50.26676,27.677137,-10.483208,2.0722334,sad
8324,1.0,-3.994891,9.1208935,-15.197411,19.833271,-20.921144,17.922045,-12.381706,6.644543,-2.5493364,0.5372259,sad
8325,1.0,-4.2705398,10.156845,-17.438423,23.175575,-24.668526,21.215916,-14.566862,7.692624,-2.8672915,0.5811607,sad
8326,1.0,-4.0703464,9.250587,-15.429868,20.202772,-21.459976,18.67828,-13.145824,7.2402887,-2.883316,0.6382773,sad
8327,1.0,-3.8059306,8.281113,-13.539517,17.484024,-18.450706,16.051456,-11.316561,6.2924995,-2.5414498,0.559266,sad
8328,1.0,-4.3966784,10.577602,-18.276207,24.54454,-26.435001,23.000076,-16.034128,8.659352,-3.32364,0.6949312,sad
8329,1.0,-4.409569,10.31645,-17.28752,22.741661,-24.227169,21.088524,-14.844153,8.153416,-3.1841834,0.6639828,sad
8330,1.0,-4.5837145,11.321222,-19.868542,26.84721,-28.899147,25.091389,-17.339134,9.165594,-3.4155354,0.6927401,sad
8331,1.0,234.69232,-1083.4407,2562.458,-4148.0547,5013.1914,-4631.704,3248.355,-1644.0686,512.98175,-62.92567,sad
8332,1.0,-4.223919,9.645266,-16.11113,21.447012,-23.263506,20.658096,-14.938934,8.574544,-3.5834875,0.81428534,sad
8333,1.0,-4.723111,12.039376,-21.700294,30.062597,-33.222687,29.64478,-21.087872,11.516666,-4.4429603,0.92663485,sad
8334,1.0,-4.894992,15.343722,-34.471394,57.353676,-74.06334,75.96903,-61.655014,38.524563,-16.992817,3.9389904,sad
8335,1.0,-3.8143928,8.423854,-13.775773,17.72713,-18.473463,15.743179,-10.816677,5.771365,-2.2277658,0.4581293,sad
8336,1.0,-4.693804,11.924025,-21.450247,29.71451,-32.823387,29.191418,-20.689373,11.279258,-4.3449817,0.90616375,sad
8337,1.0,-4.023614,9.1400795,-15.305511,20.079802,-21.409618,18.750702,-13.267883,7.346575,-2.967228,0.66883326,sad
8338,1.0,-4.772122,12.2073555,-21.991018,30.32317,-33.164726,29.079622,-20.209538,10.733609,-3.9940426,0.79381484,sad
8339,1.0,-4.3300686,10.269913,-17.730234,23.926035,-26.002026,23.049091,-16.446001,9.139297,-3.6588979,0.79660267,sad
8340,1.0,-3.921997,8.5734005,-13.9078,17.84224,-18.639778,15.998812,-11.136667,6.063073,-2.3744493,0.5105975,sad
8341,1.0,-5.1208177,13.661982,-25.275246,35.719986,-40.019527,35.910667,-25.551859,13.899408,-5.2513084,1.0349306,sad
8342,1.0,-4.838518,12.262411,-21.72762,29.647781,-32.23784,28.152603,-19.54681,10.359677,-3.7771568,0.7134047,sad
8343,1.0,-4.7031355,11.902639,-21.303019,29.39012,-32.43731,28.969532,-20.684807,11.362854,-4.399207,0.91531026,sad
8344,1.0,-4.155603,9.632575,-16.067982,20.79037,-21.612389,18.141983,-12.177619,6.2648144,-2.2472758,0.43958256,sad
8345,1.0,-4.0628934,9.276008,-15.52545,20.233511,-21.236092,18.148088,-12.449486,6.62269,-2.5303202,0.5312635,sad
8346,1.0,-4.3765306,10.398532,-17.824068,23.864803,-25.822678,22.855188,-16.291222,9.014503,-3.5769887,0.77396214,sad
8347,1.0,-4.0339484,9.270644,-15.504316,20.217327,-21.243927,18.08343,-12.373392,6.548711,-2.4704561,0.518801,sad
8349,1.0,-5.0563974,13.572615,-25.374622,36.083076,-40.472626,36.17978,-25.512558,13.685994,-5.1148396,1.0147952,sad
8351,1.0,-4.516665,11.222463,-20.031044,27.495842,-30.076248,26.573456,-18.66519,10.062773,-3.8600616,0.80238384,sad
8352,1.0,-4.8547416,12.58156,-22.891565,31.72522,-34.777225,30.501595,-21.075878,11.04141,-3.9897244,0.744011,sad
8353,1.0,-3.5702052,7.786803,-12.950724,16.813221,-17.798176,15.536133,-10.955067,6.0642557,-2.5071065,0.5930824,sad
8354,1.0,-5.0862317,13.313789,-24.208584,33.81063,-37.56862,33.515717,-23.777718,12.93512,-4.8701386,0.94004434,sad
8355,1.0,-4.1290364,9.735689,-16.868526,22.720154,-24.646751,21.763666,-15.437926,8.514135,-3.4111104,0.77057797,sad
8356,1.0,-4.067232,9.484113,-16.269442,21.639236,-23.114527,20.046791,-13.937532,7.50004,-2.9212012,0.64648175,sad
8357,1.0,-4.8159013,12.353704,-22.273115,30.691782,-33.53973,29.415443,-20.413025,10.781498,-3.967447,0.7720504,sad
8358,1.0,474.01456,-2381.7952,5782.9233,-9049.168,10016.68,-7964.818,4325.0737,-1323.2688,47.226284,73.03137,sad
8359,1.0,43.741146,-214.80594,492.3133,-719.0176,728.9177,-504.69583,200.46677,2.622243,-48.747982,18.36148,sad
8361,1.0,-4.1993685,9.892883,-16.874393,22.210106,-23.477806,20.146143,-13.787165,7.2610054,-2.705634,0.5461835,sad
8364,1.0,-5.0144567,13.176808,-24.058308,33.538357,-37.090744,32.889362,-23.108013,12.36,-4.571683,0.88402224,sad
8370,1.0,-4.2311034,9.992235,-17.28357,23.236443,-25.067627,21.974167,-15.4127865,8.372157,-3.2653074,0.6941186,sad
8376,1.0,-4.522696,10.918241,-18.534285,24.31345,-25.588932,21.80357,-14.820878,7.7203817,-2.822526,0.56199217,exc
8377,1.0,-4.9323673,12.688107,-22.471342,30.206993,-32.071457,27.205189,-18.17965,9.168609,-3.1701303,0.5777191,exc
8378,1.0,-4.3618712,10.408051,-17.590574,23.015,-24.343594,20.98246,-14.539244,7.737444,-2.8957772,0.6071927,exc
8379,1.0,-5.199419,14.226316,-26.571945,37.213276,-40.689636,35.13445,-23.670357,11.939644,-4.1044507,0.7469416,exc
8380,1.0,-6.266944,19.841806,-41.514698,63.291477,-73.320305,65.3367,-44.23976,21.829636,-7.121151,1.1739706,exc
8381,1.0,-4.6581774,11.576086,-20.181019,27.016342,-28.844986,24.811188,-16.968508,8.860586,-3.2129717,0.6186195,exc
8384,1.0,-7.991705,33.20868,-87.68276,161.77243,-219.24335,222.6612,-168.48712,91.64716,-32.62669,5.819728,exc
8387,1.0,-4.6738715,11.53609,-19.919935,26.519123,-28.458744,24.939468,-17.505058,9.380706,-3.4769573,0.6787499,exc
8388,1.0,-6.0905933,18.735807,-38.223667,57.19207,-65.52853,58.22985,-39.64346,19.820263,-6.587972,1.1094308,exc
8389,1.0,-16.375088,80.917656,-217.79675,393.7087,-523.3054,529.0127,-406.63092,229.49084,-86.188034,16.21643,exc
8390,1.0,-4.797676,12.127119,-21.15481,27.988266,-29.295086,24.648748,-16.522825,8.488161,-3.0469527,0.5879089,exc
8391,1.0,-4.5089803,10.577092,-17.437355,22.279488,-22.909697,19.169127,-12.800423,6.524205,-2.3000484,0.4201003,exc
8392,1.0,-4.593858,11.301274,-19.66967,26.436243,-28.461489,24.81562,-17.27774,9.234278,-3.4556339,0.68868303,exc
8393,1.0,-5.030413,12.684834,-21.23153,25.847603,-23.50208,15.604692,-6.824912,1.2428558,0.4691882,-0.2597967,exc
8397,1.0,-4.860795,12.371737,-21.86664,29.610985,-32.0341,28.003181,-19.48584,10.31871,-3.7611654,0.71644,exc
8399,1.0,-5.5019417,15.685574,-30.350218,44.004265,-49.915535,44.917046,-31.656267,16.753653,-6.038188,1.132156,exc
8400,1.0,-5.0398064,13.299868,-24.18578,33.354473,-36.328396,31.607855,-21.653889,11.17547,-3.9429474,0.7290184,exc
8401,1.0,-6.473442,20.886164,-44.199398,67.82656,-78.765015,70.0899,-47.255295,23.17219,-7.491117,1.2143096,exc
8402,1.0,-5.110411,13.536608,-24.259308,32.2918,-33.240643,26.844292,-16.868868,7.9581237,-2.587037,0.4534585,exc
8403,1.0,-5.6338067,0.69282055,49.62294,-165.04413,302.58826,-372.7609,323.44775,-195.531,76.01741,-14.612343,exc
8404,1.0,1.1836305,-1.6788712,-19.989746,76.64159,-150.36938,200.19296,-192.53842,133.89677,-62.20318,14.831114,exc
8405,1.0,39.706673,-258.9234,778.4936,-1466.3958,1909.4546,-1771.9832,1159.9514,-504.53592,123.787865,-10.006177,exc
8406,1.0,-4.8591094,12.648501,-22.976793,31.931297,-35.21048,31.163614,-21.87492,11.73022,-4.381531,0.8764764,exc
8407,1.0,-4.7767763,12.055833,-21.009075,27.837626,-29.29926,24.839828,-16.729225,8.548185,-3.0068145,0.56445974,exc
8408,1.0,-5.205681,14.160816,-26.355637,36.88911,-40.48854,35.303062,-24.125408,12.381845,-4.338519,0.79446465,exc
8409,1.0,-4.747752,12.1061735,-21.52397,29.275166,-31.664734,27.593086,-19.087282,10.056871,-3.6812148,0.7257517,exc
8410,1.0,-4.9827886,13.054339,-23.643362,32.538616,-35.428677,30.859539,-21.203754,10.999515,-3.909098,0.72942203,exc
8411,1.0,-4.210882,9.831639,-16.662548,22.007399,-23.366125,20.182486,-13.9851265,7.509502,-2.891982,0.61675215,exc
8412,1.0,-5.8166924,16.881617,-32.52147,46.23008,-50.65955,43.271103,-28.358322,13.556275,-4.2222123,0.642755,exc
8413,1.0,6.8763514,-64.13334,216.803,-438.50058,604.0188,-591.7187,411.96906,-194.97188,55.577293,-6.8071346,exc
8414,1.0,-6.435083,20.273968,-41.70274,62.787098,-72.7364,65.789734,-45.950134,23.717564,-8.118445,1.380824,exc
8415,1.0,-4.431266,10.606443,-18.03263,23.746197,-25.056845,21.328583,-14.487942,7.572275,-2.7676384,0.5449772,exc
8416,1.0,13.243931,-109.34892,354.45416,-690.749,922.7363,-882.9885,601.18604,-274.35147,71.90763,-7.0045896,exc
8417,1.0,-4.7394943,12.0105915,-21.600994,29.98647,-33.21284,29.682856,-21.16042,11.626201,-4.519517,0.9380771,exc
8418,1.0,-13.516197,55.19594,-131.10715,218.95383,-275.53632,267.8337,-200.40054,111.52347,-42.1454,8.18997,exc
8419,1.0,-4.292174,10.136965,-17.269363,22.868935,-24.337116,21.008911,-14.529477,7.7519627,-2.9307833,0.6074625,exc
8420,1.0,-5.3447666,14.823521,-28.018442,39.795357,-44.308304,39.130867,-27.056347,14.030969,-4.951518,0.9081019,exc
8421,1.0,-4.71812,11.822914,-20.786957,28.13609,-30.417473,26.485638,-18.369728,9.765099,-3.625948,0.7180216,exc
8422,1.0,-4.731811,11.944469,-21.346943,29.412498,-32.291622,28.545261,-20.082346,10.858572,-4.124613,0.828515,exc
8424,1.0,-4.9818745,12.963701,-23.366684,32.06809,-34.75733,30.050055,-20.447083,10.517155,-3.7054033,0.67604345,exc
8425,1.0,129.68268,-763.988,2092.3132,-3638.451,4508.497,-4127.8384,2750.7998,-1233.0688,298.51575,-16.715168,exc
8427,1.0,-4.9049726,12.7162,-23.151234,32.371902,-35.96904,32.077904,-22.722982,12.348955,-4.699973,0.94260496,exc
8428,1.0,-4.3513436,10.25021,-17.525764,23.488684,-25.343716,22.22819,-15.669458,8.62602,-3.3983383,0.7130841,exc
8429,1.0,-4.804757,12.272954,-21.991238,30.26421,-33.12609,29.10336,-20.304985,10.849935,-4.050581,0.8041432,exc
8430,1.0,-5.4183373,15.059353,-28.583109,40.92785,-46.031,41.154533,-28.91206,15.336294,-5.5643544,1.0375874,exc
8431,1.0,-5.349153,14.834005,-28.179184,40.406013,-45.565933,40.927128,-28.939457,15.472833,-5.682616,1.085302,exc
8432,1.0,-5.9740524,17.94507,-36.003136,53.71576,-62.43436,57.300186,-41.113953,22.2217,-8.196228,1.5472188,exc
8433,1.0,-5.1982126,14.037859,-26.137732,37.104298,-41.77527,37.690693,-26.99797,14.784292,-5.606414,1.1069609,exc
8434,1.0,-5.1623936,13.835164,-25.596783,36.044075,-40.16806,35.820835,-25.270657,13.555617,-5.010553,0.9597174,exc
8435,1.0,907.19904,-4801.3794,12488.383,-21035.52,25233.531,-22187.508,14034.582,-5927.9146,1377.2167,-87.02484,exc
8436,1.0,-4.5874257,11.26777,-19.75674,26.82195,-29.078936,25.444565,-17.74688,9.52643,-3.5915732,0.7114235,exc
8437,1.0,-5.0245233,13.35948,-24.597498,34.39148,-37.995583,33.525276,-23.34206,12.307224,-4.4715557,0.8572374,exc
8440,1.0,8.706568,-72.352135,223.98318,-422.03308,559.2075,-546.49475,393.00018,-197.20737,59.81995,-7.5962305,exc
8441,1.0,-5.723376,16.713232,-32.82936,48.0493,-54.816067,49.43216,-34.82983,18.36773,-6.552126,1.1963274,exc
8442,1.0,-5.0731955,13.444542,-24.50533,33.83925,-36.931496,32.29496,-22.313034,11.667786,-4.1881948,0.78407305,exc
8443,1.0,-4.979219,12.982801,-23.458988,32.27706,-35.14213,30.579235,-20.97076,10.864729,-3.8364706,0.6929059,exc
8445,1.0,-4.62461,11.452834,-20.04218,27.08476,-29.228252,25.406158,-17.589561,9.356068,-3.489125,0.6944096,exc
8446,1.0,-5.4715853,15.371493,-29.292751,41.834778,-46.707527,41.259335,-28.460209,14.677248,-5.111249,0.9077764,exc
8447,1.0,-4.1326203,9.35626,-15.557592,20.266258,-21.246334,18.156967,-12.445972,6.6203017,-2.5092874,0.50567317,exc
8448,1.0,-4.6238227,11.642363,-20.866081,28.85593,-31.855484,28.346832,-20.123531,11.001689,-4.2614207,0.89607114,exc
8449,1.0,-4.088047,9.266804,-15.488958,20.351324,-21.58909,18.739809,-13.137209,7.1555037,-2.8348365,0.6389727,exc
8450,1.0,-5.6876917,16.333927,-31.589127,45.61245,-51.334908,45.61376,-31.591007,16.335484,-5.6884847,1.0001947,exc
8451,1.0,-4.732738,11.935039,-21.23395,29.09901,-31.769958,27.9113,-19.514927,10.467229,-3.9311395,0.7854493,exc
8452,1.0,-4.644557,11.753186,-21.056139,28.99605,-31.786018,27.977737,-19.56829,10.483716,-3.936866,0.79659724,exc
8491,1.0,-4.4713,10.87025,-18.93629,25.687279,-27.98988,24.708344,-17.504166,9.614337,-3.7530804,0.7957791,ang
8492,1.0,-5.2017007,14.067802,-26.274986,37.33953,-41.94354,37.6624,-26.746181,14.471388,-5.4237356,1.0610583,ang
8494,1.0,-5.9033184,17.499653,-34.546974,50.55536,-57.524776,51.65397,-36.13466,18.813784,-6.5651217,1.1583575,ang
8520,1.0,-4.2237,9.817353,-16.689024,22.242905,-23.900978,20.924942,-14.758893,8.096201,-3.1749046,0.676747,sad
8524,1.0,-4.3890967,10.642031,-18.532745,24.897583,-26.79323,23.340424,-16.221222,8.684048,-3.2944596,0.6746713,sad
8525,1.0,-5.1828265,13.932836,-25.75279,35.987938,-39.418556,34.173615,-23.213066,11.887783,-4.169361,0.76017016,sad
8526,1.0,-4.5828505,11.17498,-19.41866,26.097504,-27.979565,24.176872,-16.621624,8.777396,-3.2475553,0.6276883,sad
8527,1.0,-4.316214,10.260183,-17.694672,23.779547,-25.681217,22.511158,-15.830871,8.630138,-3.3566227,0.7093911,sad
8528,1.0,-4.6285253,11.6445465,-20.832573,28.669186,-31.416946,27.669682,-19.372534,10.402063,-3.9251328,0.79535306,sad
8551,1.0,-2.3115885,-1.348032,15.033272,-37.134453,57.914505,-65.47957,55.438522,-34.551785,14.508726,-3.071882,sad
8553,1.0,-4.3050127,9.979048,-16.633345,21.682941,-22.86074,19.670408,-13.6209955,7.305235,-2.75583,0.5511471,ang
8554,1.0,-5.810837,17.082483,-33.54155,48.784348,-54.95318,48.54665,-33.205532,16.812586,-5.6794443,0.9696393,ang
8558,1.0,-4.68558,11.768331,-20.800867,28.297876,-30.749323,26.97385,-18.837725,10.061359,-3.7436557,0.74281335,ang
8562,1.0,-4.1796837,9.711369,-16.619753,22.086443,-23.531807,20.444073,-14.178381,7.617478,-2.9445803,0.6052328,sad
8563,1.0,-4.884457,12.646155,-23.019089,32.0388,-35.301933,31.161121,-21.74839,11.566978,-4.290297,0.8370783,sad
8564,1.0,-5.2944775,14.489445,-27.135118,38.192364,-42.03501,36.584717,-24.810352,12.554575,-4.275468,0.7327611,sad
8565,1.0,-9.691078,44.234413,-117.20065,211.63516,-284.3502,293.47485,-232.48007,137.26353,-55.106155,11.294651,sad
8566,1.0,-4.795556,12.366173,-22.62114,31.7118,-35.216694,31.373478,-22.134302,11.956966,-4.5728564,0.93946666,sad
8567,1.0,-3.8018475,6.133806,-4.1963654,-3.5987663,14.339787,-21.800571,21.628748,-15.012131,6.819634,-1.512672,sad
8568,1.0,-3.8381689,8.715546,-14.785447,19.520464,-20.840172,18.12784,-12.709793,6.9481096,-2.7876449,0.65913796,sad
8569,1.0,6.0089293,-42.84671,117.79415,-211.39537,282.63474,-290.73477,230.81628,-138.62987,57.33522,-11.98981,sad
8570,1.0,-4.2214117,9.881146,-16.991432,22.759218,-24.487835,21.457989,-15.062022,8.207001,-3.2201734,0.68507093,sad
8571,1.0,94.66962,-395.34033,817.2732,-1123.565,1097.1407,-735.0578,269.78094,41.99944,-113.15607,46.188206,sad
8575,1.0,-4.340342,10.357557,-17.973919,24.372076,-26.590195,23.58686,-16.823807,9.340963,-3.7248116,0.8108053,ang
8578,1.0,-4.3180413,8.7002,-10.469431,6.7297993,1.5425949,-9.452148,12.3164425,-9.620604,4.619892,-1.0487452,sad
8587,1.0,-4.8028636,12.162417,-21.618277,29.540422,-32.121487,28.077291,-19.472445,10.3232765,-3.8076181,0.735894,ang
8597,1.0,-3.8709092,8.58004,-14.2791815,18.742783,-19.91308,17.332,-12.21792,6.742809,-2.7132678,0.6170606,ang
8609,1.0,-4.0721107,9.1341095,-15.067685,19.599377,-20.699417,17.973827,-12.627066,6.956909,-2.7796688,0.60035896,ang
8613,1.0,-5.0026197,13.140618,-23.814857,32.82218,-35.81288,31.286026,-21.586697,11.275538,-4.0374236,0.75659287,ang
8614,1.0,-5.1476693,13.709494,-24.990137,34.51546,-37.749702,33.10456,-22.913708,11.942157,-4.2194076,0.7630723,ang
8615,1.0,-5.358368,14.875623,-28.08236,39.88769,-44.56087,39.677006,-27.77435,14.61541,-5.222655,0.96540993,ang
8617,1.0,-4.9978337,13.132973,-23.824423,32.892933,-36.039734,31.71098,-22.081676,11.641111,-4.2065625,0.7963724,ang
8619,1.0,-4.854006,12.286147,-21.651619,29.330471,-31.787508,27.854767,-19.4424,10.341439,-3.7776265,0.71060187,sad
8620,1.0,-5.3362184,14.776613,-27.68328,38.60681,-41.77851,35.542812,-23.478188,11.550827,-3.8365145,0.6582111,ang
8637,1.0,-4.555517,11.205854,-19.591208,26.524406,-28.779287,25.245323,-17.713387,9.5943775,-3.676185,0.76253164,ang
8638,1.0,162.3688,-865.4235,2241.2986,-3811.143,4750.3096,-4507.4727,3230.9597,-1652.0686,525.6302,-74.33937,ang
8645,1.0,-4.4372087,10.557619,-17.984392,23.989435,-25.920822,22.87898,-16.316277,9.033471,-3.5241394,0.7332287,sad
8659,1.0,-4.150715,9.430412,-15.783727,20.801762,-22.103165,19.151575,-13.378571,7.2847342,-2.851781,0.6077383,sad
8661,1.0,-5.3717556,14.771984,-27.402628,37.631912,-39.770332,32.60758,-20.368473,9.226576,-2.701354,0.37768412,sad
8662,1.0,-4.3115344,10.197283,-17.249748,22.579935,-23.799692,20.34576,-13.906852,7.318055,-2.7102382,0.54271185,sad
8664,1.0,-4.3661294,9.609024,-14.120815,14.921687,-11.137889,4.879343,0.3904848,-2.5023441,1.8902333,-0.5622049,sad
8675,1.0,-5.013199,13.233981,-24.364285,34.233658,-38.067635,33.878403,-23.847885,12.791019,-4.766577,0.9312867,exc
8676,1.0,-34.681442,158.84462,-391.3414,666.60297,-853.0478,844.6392,-646.296,369.77094,-144.31905,28.81718,exc
8682,1.0,-5.031908,13.291342,-24.465033,34.518143,-38.66238,34.693344,-24.718994,13.51156,-5.157057,1.0353427,exc
8683,1.0,-4.3563733,10.499926,-18.218582,24.483807,-26.403284,23.037971,-16.067116,8.644764,-3.296372,0.6867551,exc
8687,1.0,-5.148959,13.836554,-25.755905,36.50328,-40.891365,36.597687,-25.892483,13.953199,-5.213106,1.0173748,sad
8689,1.0,-3.6457677,8.01388,-13.392218,17.493816,-18.641502,16.359795,-11.627251,6.4979897,-2.7007992,0.66126555,sad
8690,1.0,-4.860853,12.641024,-23.159042,32.44632,-36.02758,32.09082,-22.638958,12.200096,-4.614829,0.9293282,sad
8691,1.0,-4.117733,9.506762,-16.168978,21.354397,-22.632473,19.557459,-13.495741,7.2030773,-2.7652674,0.5755654,sad
8692,1.0,-4.6310067,11.4454775,-20.078274,27.066956,-29.01207,24.963335,-16.969063,8.780616,-3.1117837,0.5516403,sad
8693,1.0,-4.3263183,10.344141,-17.93725,24.161633,-26.121601,22.884853,-16.034395,8.695534,-3.3506305,0.69416636,sad
8694,1.0,-4.3626723,10.61011,-18.740177,25.659428,-28.15491,25.062824,-17.85382,9.843842,-3.9126515,0.85894394,sad
8695,1.0,-4.8659415,12.460834,-22.31571,30.502827,-32.91896,28.283665,-19.087322,9.701349,-3.3205335,0.5634582,sad
8696,1.0,-4.067328,9.459239,-16.212128,21.715736,-23.535942,20.850285,-14.922363,8.333607,-3.400063,0.7933063,sad
8697,1.0,-5.2191606,13.976353,-25.469362,34.76019,-36.920628,30.766685,-19.746346,9.253039,-2.809566,0.4116984,sad
8698,1.0,-4.569403,11.459884,-20.593163,28.634724,-31.866495,28.667566,-20.641655,11.502102,-4.594702,1.0078584,sad
8699,1.0,-4.9737635,12.881077,-23.144802,31.702843,-34.27946,29.488297,-19.926579,10.109369,-3.42521,0.5718264,sad
8700,1.0,5111.354,-21704.852,48467.547,-75020.22,86835.56,-76758.41,50945.76,-23744.55,6134.689,-237.30032,sad
8701,1.0,-4.293667,10.177001,-17.592588,23.82278,-25.984676,23.064915,-16.48552,9.195118,-3.696166,0.8127404,sad
8702,1.0,-4.32764,10.340909,-17.928865,24.241314,-26.34193,23.216301,-16.41716,9.015175,-3.5324366,0.7514539,sad
8703,1.0,8893.235,-86735.914,290674.38,-558215.06,734820.2,-700902.2,479480.2,-215419.23,47337.72,55.481762,sad
8705,1.0,-4.8691,12.695928,-23.116634,32.09204,-35.284733,31.003803,-21.530472,11.363859,-4.1536055,0.80489224,exc
8727,1.0,-4.1202946,9.700874,-16.734135,22.468288,-24.323774,21.430302,-15.180205,8.352272,-3.3211,0.7415751,exc
8728,1.0,-4.966039,13.086298,-24.137314,34.00242,-37.910194,33.827698,-23.882774,12.869686,-4.8456903,0.96605927,exc
8729,1.0,-6.8418374,23.083527,-50.425583,80.04416,-97.55125,93.082924,-69.058556,38.356144,-14.476829,2.8028867,exc
8730,1.0,-4.543434,11.201778,-19.675865,26.677048,-28.899723,25.282307,-17.626307,9.433265,-3.5528831,0.7179015,exc
8736,1.0,-4.6801014,11.722484,-20.851704,28.66589,-31.433174,27.723581,-19.468792,10.526728,-3.9898791,0.79481673,exc
8737,1.0,-4.93509,12.934292,-23.79447,33.492992,-37.31607,33.2516,-23.445654,12.636714,-4.7671723,0.951689,exc
